"day","rider","rank","time","bonus","penalty","start_location","start_country_code","start_country_name","finish_location","finish_country_code","finish_country_name","length","type","name","team"
"2023-07-05",101,1,13991,10,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Jasper Philipsen","ALPECIN-DECEUNINCK"
"2023-07-05",41,2,13991,6,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Biniam Girmay","INTERMARCHÉ - WANTY"
"2023-07-05",228,3,13991,4,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Soren Waerenskjold","UNO-X MOBILITY"
"2023-07-05",187,4,13991,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Anthony Turgis","TOTALENERGIES"
"2023-07-05",118,5,13991,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Matteo Trentin","TUDOR PRO CYCLING TEAM"
"2023-07-05",98,6,13991,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Clément Russo","GROUPAMA-FDJ"
"2023-07-05",97,7,13991,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Paul Penhoet","GROUPAMA-FDJ"
"2023-07-05",15,8,13991,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Matteo Jorgenson","TEAM VISMA | LEASE A BIKE"
"2023-07-05",116,9,13991,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Marius Mayrhofer","TUDOR PRO CYCLING TEAM"
"2023-07-05",68,10,13991,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Samuel Watson","INEOS GRENADIERS"
"2023-07-05",177,11,13991,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Mike Teunissen","XDS ASTANA TEAM"
"2023-07-05",145,12,13991,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Ivan Garcia Cortina","MOVISTAR TEAM"
"2023-07-05",196,13,13991,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Niklas Märkl","TEAM PICNIC POSTNL"
"2023-07-05",36,14,13991,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Harrison Sweeny","EF EDUCATION - EASYPOST"
"2023-07-05",207,15,13991,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Krists Neilands","ISRAEL - PREMIER TECH"
"2023-07-05",131,16,13991,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Kévin Vauquelin","ARKEA-B&B HOTELS"
"2023-07-05",168,17,13991,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Damien Touze","COFIDIS"
"2023-07-05",1,18,13991,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Tadej Pogacar","UAE TEAM EMIRATES XRG"
"2023-07-05",202,19,13991,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Pascal Ackermann","ISRAEL - PREMIER TECH"
"2023-07-05",11,20,13991,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Jonas Vingegaard","TEAM VISMA | LEASE A BIKE"
"2023-07-05",87,21,13991,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Jasper Stuyven","LIDL-TREK"
"2023-07-05",113,22,13991,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Marco Haller","TUDOR PRO CYCLING TEAM"
"2023-07-05",103,23,13991,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Kaden Groves","ALPECIN-DECEUNINCK"
"2023-07-05",33,24,13991,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Kasper Asgreen","EF EDUCATION - EASYPOST"
"2023-07-05",203,25,13991,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Joseph Blackmore","ISRAEL - PREMIER TECH"
"2023-07-05",125,26,13991,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Luka Mezgec","TEAM JAYCO ALULA"
"2023-07-05",13,27,13991,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Tiesj Benoot","TEAM VISMA | LEASE A BIKE"
"2023-07-05",106,28,13991,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Mathieu Van Der Poel","ALPECIN-DECEUNINCK"
"2023-07-05",224,29,13991,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Stian Edvardsen-Fredheim","UNO-X MOBILITY"
"2023-07-05",221,30,13991,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Tobias Johannessen","UNO-X MOBILITY"
"2023-07-05",141,31,13991,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Enric Mas","MOVISTAR TEAM"
"2023-07-05",7,32,13991,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Tim Wellens","UAE TEAM EMIRATES XRG"
"2023-07-05",93,33,13991,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Cyril Barthe","GROUPAMA-FDJ"
"2023-07-05",222,34,14004,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Jonas Abrahamsen","UNO-X MOBILITY"
"2023-07-05",105,35,14004,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Jonas Rickaert","ALPECIN-DECEUNINCK"
"2023-07-05",104,36,14004,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Xandro Meurisse","ALPECIN-DECEUNINCK"
"2023-07-05",172,37,14011,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Davide Ballerini","XDS ASTANA TEAM"
"2023-07-05",12,38,14016,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Edoardo Affini","TEAM VISMA | LEASE A BIKE"
"2023-07-05",81,39,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Jonathan Milan","LIDL-TREK"
"2023-07-05",211,40,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Arnaud De Lie","LOTTO"
"2023-07-05",163,41,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Bryan Coquard","COFIDIS"
"2023-07-05",73,42,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Jordi Meeus","RED BULL - BORA - HANSGROHE"
"2023-07-05",193,43,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Pavel Bittner","TEAM PICNIC POSTNL"
"2023-07-05",112,44,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Alberto Dainese","TUDOR PRO CYCLING TEAM"
"2023-07-05",57,45,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Robert Stannard","BAHRAIN VICTORIOUS"
"2023-07-05",52,46,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Phil Bauhaus","BAHRAIN VICTORIOUS"
"2023-07-05",24,47,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Tim Merlier","SOUDAL QUICK-STEP"
"2023-07-05",17,48,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Wout Van Aert","TEAM VISMA | LEASE A BIKE"
"2023-07-05",77,49,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Danny Van Poppel","RED BULL - BORA - HANSGROHE"
"2023-07-05",35,50,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Neilson Powless","EF EDUCATION - EASYPOST"
"2023-07-05",225,51,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Markus Hoelgaard","UNO-X MOBILITY"
"2023-07-05",153,52,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Clément Berthet","DECATHLON AG2R LA MONDIALE TEAM"
"2023-07-05",195,53,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Tobias Lund Andresen","TEAM PICNIC POSTNL"
"2023-07-05",85,54,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Mattias Skjelmose","LIDL-TREK"
"2023-07-05",213,55,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Jasper De Buyst","LOTTO"
"2023-07-05",161,56,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Emanuel Buchmann","COFIDIS"
"2023-07-05",204,57,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Guillaume Boivin","ISRAEL - PREMIER TECH"
"2023-07-05",2,58,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Joao Almeida","UAE TEAM EMIRATES XRG"
"2023-07-05",132,59,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Amaury Capiot","ARKEA-B&B HOTELS"
"2023-07-05",124,60,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Dylan Groenewegen","TEAM JAYCO ALULA"
"2023-07-05",223,61,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Magnus Cort Nielsen","UNO-X MOBILITY"
"2023-07-05",134,62,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Arnaud Demare","ARKEA-B&B HOTELS"
"2023-07-05",165,63,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Alexis Renard","COFIDIS"
"2023-07-05",31,64,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Ben Healy","EF EDUCATION - EASYPOST"
"2023-07-05",205,65,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Matis Louvel","ISRAEL - PREMIER TECH"
"2023-07-05",156,66,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Aurélien Paret Peintre","DECATHLON AG2R LA MONDIALE TEAM"
"2023-07-05",21,67,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Remco Evenepoel","SOUDAL QUICK-STEP"
"2023-07-05",186,68,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Jordan Jegat","TOTALENERGIES"
"2023-07-05",66,69,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Carlos Rodriguez","INEOS GRENADIERS"
"2023-07-05",107,70,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Gianni Vermeersch","ALPECIN-DECEUNINCK"
"2023-07-05",51,71,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Santiago Buitrago","BAHRAIN VICTORIOUS"
"2023-07-05",37,72,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Michael Valgren","EF EDUCATION - EASYPOST"
"2023-07-05",155,73,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Oliver Naesen","DECATHLON AG2R LA MONDIALE TEAM"
"2023-07-05",191,74,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Oscar Onley","TEAM PICNIC POSTNL"
"2023-07-05",151,75,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Félix Gall","DECATHLON AG2R LA MONDIALE TEAM"
"2023-07-05",28,76,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Ilan Van Wilder","SOUDAL QUICK-STEP"
"2023-07-05",23,77,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Pascal Eenkhoorn","SOUDAL QUICK-STEP"
"2023-07-05",72,78,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Florian Lipowitz","RED BULL - BORA - HANSGROHE"
"2023-07-05",71,79,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Primoz Roglic","RED BULL - BORA - HANSGROHE"
"2023-07-05",217,80,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Lennert Van Eetvelt","LOTTO"
"2023-07-05",95,81,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Valentin Madouas","GROUPAMA-FDJ"
"2023-07-05",91,82,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Guillaume Martin Guyonnet","GROUPAMA-FDJ"
"2023-07-05",144,83,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Nelson Oliveira","MOVISTAR TEAM"
"2023-07-05",115,84,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Fabian Lienhard","TUDOR PRO CYCLING TEAM"
"2023-07-05",194,85,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Sean Flynn","TEAM PICNIC POSTNL"
"2023-07-05",67,86,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Connor Swift","INEOS GRENADIERS"
"2023-07-05",61,87,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Geraint Thomas","INEOS GRENADIERS"
"2023-07-05",184,88,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Thomas Gachignard","TOTALENERGIES"
"2023-07-05",3,89,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Jhonatan Narvaez","UAE TEAM EMIRATES XRG"
"2023-07-05",44,90,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Hugo Page","INTERMARCHÉ - WANTY"
"2023-07-05",181,91,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Steff Cras","TOTALENERGIES"
"2023-07-05",158,92,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Bastien Tronchon","DECATHLON AG2R LA MONDIALE TEAM"
"2023-07-05",183,93,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Alexandre Delettre","TOTALENERGIES"
"2023-07-05",54,94,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Jack Haig","BAHRAIN VICTORIOUS"
"2023-07-05",162,95,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Alex Aranburu","COFIDIS"
"2023-07-05",114,96,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Marc Hirschi","TUDOR PRO CYCLING TEAM"
"2023-07-05",212,97,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Jenno Berckmoes","LOTTO"
"2023-07-05",166,98,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Dylan Teuns","COFIDIS"
"2023-07-05",218,99,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Brent Van Moer","LOTTO"
"2023-07-05",63,100,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Tobias Foss","INEOS GRENADIERS"
"2023-07-05",58,101,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Fred Wright","BAHRAIN VICTORIOUS"
"2023-07-05",214,102,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Jarrad Drizners","LOTTO"
"2023-07-05",32,103,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Vincenzo Albanese","EF EDUCATION - EASYPOST"
"2023-07-05",127,104,14057,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Elmar Reinders","TEAM JAYCO ALULA"
"2023-07-05",78,105,14057,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Aleksandr Vlasov","RED BULL - BORA - HANSGROHE"
"2023-07-05",157,106,14057,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Callum Scotson","DECATHLON AG2R LA MONDIALE TEAM"
"2023-07-05",192,107,14057,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Warren Barguil","TEAM PICNIC POSTNL"
"2023-07-05",56,108,14057,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Matej Mohoric","BAHRAIN VICTORIOUS"
"2023-07-05",34,109,14057,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Alex Baudin","EF EDUCATION - EASYPOST"
"2023-07-05",138,110,14057,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Clément Venturini","ARKEA-B&B HOTELS"
"2023-07-05",27,111,14057,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Bert Van Lerberghe","SOUDAL QUICK-STEP"
"2023-07-05",86,112,14077,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Toms Skujins","LIDL-TREK"
"2023-07-05",88,113,14077,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Edward Theuns","LIDL-TREK"
"2023-07-05",43,114,14077,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Vito Braet","INTERMARCHÉ - WANTY"
"2023-07-05",75,115,14084,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Laurence Pithie","RED BULL - BORA - HANSGROHE"
"2023-07-05",82,116,14084,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Simone Consonni","LIDL-TREK"
"2023-07-05",22,117,14099,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Mattia Cattaneo","SOUDAL QUICK-STEP"
"2023-07-05",14,118,14110,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Victor Campenaerts","TEAM VISMA | LEASE A BIKE"
"2023-07-05",16,119,14030,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Sepp Kuss","TEAM VISMA | LEASE A BIKE"
"2023-07-05",74,120,14125,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Gianni Moscon","RED BULL - BORA - HANSGROHE"
"2023-07-05",76,121,14125,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Mick Van Dijke","RED BULL - BORA - HANSGROHE"
"2023-07-05",164,122,14125,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Ion Izagirre","COFIDIS"
"2023-07-05",6,123,14137,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Marc Soler","UAE TEAM EMIRATES XRG"
"2023-07-05",53,124,14137,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Kamil Gradek","BAHRAIN VICTORIOUS"
"2023-07-05",4,125,14309,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Nils Politt","UAE TEAM EMIRATES XRG"
"2023-07-05",227,126,14309,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Andreas Leknessund","UNO-X MOBILITY"
"2023-07-05",226,127,14309,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Anders Johannessen","UNO-X MOBILITY"
"2023-07-05",96,128,14309,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Quentin Pacher","GROUPAMA-FDJ"
"2023-07-05",171,129,14309,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Harold Tejada","XDS ASTANA TEAM"
"2023-07-05",152,130,14309,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Bruno Armirail","DECATHLON AG2R LA MONDIALE TEAM"
"2023-07-05",215,131,14309,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Sébastien Grignard","LOTTO"
"2023-07-05",136,132,14309,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Mathis Le Berre","ARKEA-B&B HOTELS"
"2023-07-05",62,133,14309,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Thymen Arensman","INEOS GRENADIERS"
"2023-07-05",46,134,14309,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Jonas Rutsch","INTERMARCHÉ - WANTY"
"2023-07-05",216,135,14309,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Eduardo Sepulveda","LOTTO"
"2023-07-05",48,136,14309,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Georg Zimmermann","INTERMARCHÉ - WANTY"
"2023-07-05",146,137,14309,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Gregor Mühlberger","MOVISTAR TEAM"
"2023-07-05",167,138,14309,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Benjamin Thomas","COFIDIS"
"2023-07-05",148,139,14309,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Einer Rubio Reyes","MOVISTAR TEAM"
"2023-07-05",137,140,14309,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Cristian Rodriguez","ARKEA-B&B HOTELS"
"2023-07-05",198,141,14309,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Frank Van Den Broek","TEAM PICNIC POSTNL"
"2023-07-05",84,142,14309,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Quinn Simmons","LIDL-TREK"
"2023-07-05",197,143,14309,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Tim Naberman","TEAM PICNIC POSTNL"
"2023-07-05",176,144,14309,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Sergio Higuita","XDS ASTANA TEAM"
"2023-07-05",174,145,14309,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Clément Champoussin","XDS ASTANA TEAM"
"2023-07-05",45,146,14309,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Laurenz Rex","INTERMARCHÉ - WANTY"
"2023-07-05",143,147,14309,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Pablo Castrillo Zapater","MOVISTAR TEAM"
"2023-07-05",135,148,14309,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Raul Garcia Pierna","ARKEA-B&B HOTELS"
"2023-07-05",94,149,14309,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Romain Gregoire","GROUPAMA-FDJ"
"2023-07-05",133,150,14309,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Ewen Costiou","ARKEA-B&B HOTELS"
"2023-07-05",25,151,14309,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Valentin Paret Peintre","SOUDAL QUICK-STEP"
"2023-07-05",185,152,14309,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Emilien Jeanniere","TOTALENERGIES"
"2023-07-05",117,153,14309,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Michael Storer","TUDOR PRO CYCLING TEAM"
"2023-07-05",122,154,14309,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Edward Dunbar","TEAM JAYCO ALULA"
"2023-07-05",5,155,14309,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Pavel Sivakov","UAE TEAM EMIRATES XRG"
"2023-07-05",8,156,14309,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Adam Yates","UAE TEAM EMIRATES XRG"
"2023-07-05",108,157,14309,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Emiel Verstrynge","ALPECIN-DECEUNINCK"
"2023-07-05",208,158,14309,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Jake Stewart","ISRAEL - PREMIER TECH"
"2023-07-05",206,159,14309,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Alexey Lutsenko","ISRAEL - PREMIER TECH"
"2023-07-05",121,160,13991,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Ben O'Connor","TEAM JAYCO ALULA"
"2023-07-05",128,161,14318,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Mauro Schmid","TEAM JAYCO ALULA"
"2023-07-05",38,162,13991,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Marijn Van Den Berg","EF EDUCATION - EASYPOST"
"2023-07-05",123,163,14382,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Luke Durbridge","TEAM JAYCO ALULA"
"2023-07-05",18,164,14382,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Simon Yates","TEAM VISMA | LEASE A BIKE"
"2023-07-05",65,165,14382,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Axel Laurance","INEOS GRENADIERS"
"2023-07-05",102,166,14382,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Silvan Dillier","ALPECIN-DECEUNINCK"
"2023-07-05",201,167,14382,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Michael Woods","ISRAEL - PREMIER TECH"
"2023-07-05",178,168,14382,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Simone Velasco","XDS ASTANA TEAM"
"2023-07-05",26,169,14382,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Maximilian Schachmann","SOUDAL QUICK-STEP"
"2023-07-05",126,170,14382,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Luke Plapp","TEAM JAYCO ALULA"
"2023-07-05",175,171,14382,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Yevgeniy Fedorov","XDS ASTANA TEAM"
"2023-07-05",173,172,14382,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Cees Bol","XDS ASTANA TEAM"
"2023-07-05",111,173,14382,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Julian Alaphilippe","TUDOR PRO CYCLING TEAM"
"2023-07-05",47,174,14382,0,0,"Lille Métropole","FRA","France","Lille Métropole","FRA","France","184.9","flat","Roel Van Sintmaartensdijk","INTERMARCHÉ - WANTY"
