"day","rider","rank","time","bonus","penalty","start_location","start_country_code","start_country_name","finish_location","finish_country_code","finish_country_name","length","type","name","team"
"2023-07-10",108,82,16414,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Emiel Verstrynge","ALPECIN-DECEUNINCK"
"2023-07-10",35,83,16420,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Neilson Powless","EF EDUCATION - EASYPOST"
"2023-07-10",34,84,16420,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Alex Baudin","EF EDUCATION - EASYPOST"
"2023-07-10",36,85,16420,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Harrison Sweeny","EF EDUCATION - EASYPOST"
"2023-07-10",33,86,16430,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Kasper Asgreen","EF EDUCATION - EASYPOST"
"2023-07-10",37,87,16432,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Michael Valgren","EF EDUCATION - EASYPOST"
"2023-07-10",86,88,16454,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Toms Skujins","LIDL-TREK"
"2023-07-10",206,89,16454,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Alexey Lutsenko","ISRAEL - PREMIER TECH"
"2023-07-10",145,90,16475,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Ivan Garcia Cortina","MOVISTAR TEAM"
"2023-07-10",56,91,16480,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Matej Mohoric","BAHRAIN VICTORIOUS"
"2023-07-10",65,92,16482,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Axel Laurance","INEOS GRENADIERS"
"2023-07-10",74,93,16482,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Gianni Moscon","RED BULL - BORA - HANSGROHE"
"2023-07-10",75,94,16486,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Laurence Pithie","RED BULL - BORA - HANSGROHE"
"2023-07-10",25,95,16486,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Valentin Paret Peintre","SOUDAL QUICK-STEP"
"2023-07-10",55,96,16492,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Lenny Martinez","BAHRAIN VICTORIOUS"
"2023-07-10",83,97,16562,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Thibau Nys","LIDL-TREK"
"2023-07-10",162,98,16562,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Alex Aranburu","COFIDIS"
"2023-07-10",147,99,16562,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Ivan Romeo Abad","MOVISTAR TEAM"
"2023-07-10",118,100,16612,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Matteo Trentin","TUDOR PRO CYCLING TEAM"
"2023-07-10",6,101,16693,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Marc Soler","UAE TEAM EMIRATES XRG"
"2023-07-10",5,102,16693,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Pavel Sivakov","UAE TEAM EMIRATES XRG"
"2023-07-10",4,103,16977,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Nils Politt","UAE TEAM EMIRATES XRG"
"2023-07-10",187,104,17044,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Anthony Turgis","TOTALENERGIES"
"2023-07-10",158,105,17044,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Bastien Tronchon","DECATHLON AG2R LA MONDIALE TEAM"
"2023-07-10",222,106,17044,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Jonas Abrahamsen","UNO-X MOBILITY"
"2023-07-10",46,107,17044,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Jonas Rutsch","INTERMARCHÉ - WANTY"
"2023-07-10",196,108,17044,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Niklas Märkl","TEAM PICNIC POSTNL"
"2023-07-10",48,109,17044,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Georg Zimmermann","INTERMARCHÉ - WANTY"
"2023-07-10",116,110,17044,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Marius Mayrhofer","TUDOR PRO CYCLING TEAM"
"2023-07-10",77,111,17044,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Danny Van Poppel","RED BULL - BORA - HANSGROHE"
"2023-07-10",128,112,17044,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Mauro Schmid","TEAM JAYCO ALULA"
"2023-07-10",218,113,17044,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Brent Van Moer","LOTTO"
"2023-07-10",216,114,17044,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Eduardo Sepulveda","LOTTO"
"2023-07-10",164,115,17044,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Ion Izagirre","COFIDIS"
"2023-07-10",67,116,17044,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Connor Swift","INEOS GRENADIERS"
"2023-07-10",17,117,17044,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Wout Van Aert","TEAM VISMA | LEASE A BIKE"
"2023-07-10",105,118,17044,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Jonas Rickaert","ALPECIN-DECEUNINCK"
"2023-07-10",112,119,17044,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Alberto Dainese","TUDOR PRO CYCLING TEAM"
"2023-07-10",202,120,17044,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Pascal Ackermann","ISRAEL - PREMIER TECH"
"2023-07-10",107,121,17044,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Gianni Vermeersch","ALPECIN-DECEUNINCK"
"2023-07-10",114,122,17044,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Marc Hirschi","TUDOR PRO CYCLING TEAM"
"2023-07-10",42,123,17044,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Louis Barre","INTERMARCHÉ - WANTY"
"2023-07-10",205,124,17044,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Matis Louvel","ISRAEL - PREMIER TECH"
"2023-07-10",197,125,17044,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Tim Naberman","TEAM PICNIC POSTNL"
"2023-07-10",32,126,17044,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Vincenzo Albanese","EF EDUCATION - EASYPOST"
"2023-07-10",226,127,17065,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Anders Johannessen","UNO-X MOBILITY"
"2023-07-10",228,128,17068,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Soren Waerenskjold","UNO-X MOBILITY"
"2023-07-10",168,129,17075,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Damien Touze","COFIDIS"
"2023-07-10",58,130,17162,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Fred Wright","BAHRAIN VICTORIOUS"
"2023-07-10",177,131,17162,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Mike Teunissen","XDS ASTANA TEAM"
"2023-07-10",173,132,17165,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Cees Bol","XDS ASTANA TEAM"
"2023-07-10",163,133,17169,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Bryan Coquard","COFIDIS"
"2023-07-10",167,134,17169,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Benjamin Thomas","COFIDIS"
"2023-07-10",98,135,17617,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Clément Russo","GROUPAMA-FDJ"
"2023-07-10",102,136,17617,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Silvan Dillier","ALPECIN-DECEUNINCK"
"2023-07-10",92,137,17617,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Lewis Askey","GROUPAMA-FDJ"
"2023-07-10",45,138,17617,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Laurenz Rex","INTERMARCHÉ - WANTY"
"2023-07-10",133,139,17617,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Ewen Costiou","ARKEA-B&B HOTELS"
"2023-07-10",194,140,17617,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Sean Flynn","TEAM PICNIC POSTNL"
"2023-07-10",43,141,17617,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Vito Braet","INTERMARCHÉ - WANTY"
"2023-07-10",127,142,17617,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Elmar Reinders","TEAM JAYCO ALULA"
"2023-07-10",97,143,17617,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Paul Penhoet","GROUPAMA-FDJ"
"2023-07-10",193,144,17617,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Pavel Bittner","TEAM PICNIC POSTNL"
"2023-07-10",175,145,17617,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Yevgeniy Fedorov","XDS ASTANA TEAM"
"2023-07-10",204,146,17617,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Guillaume Boivin","ISRAEL - PREMIER TECH"
"2023-07-10",38,147,17617,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Marijn Van Den Berg","EF EDUCATION - EASYPOST"
"2023-07-10",53,148,17617,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Kamil Gradek","BAHRAIN VICTORIOUS"
"2023-07-10",47,149,17617,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Roel Van Sintmaartensdijk","INTERMARCHÉ - WANTY"
"2023-07-10",208,150,17623,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Jake Stewart","ISRAEL - PREMIER TECH"
"2023-07-10",76,151,17623,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Mick Van Dijke","RED BULL - BORA - HANSGROHE"
"2023-07-10",12,152,17623,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Edoardo Affini","TEAM VISMA | LEASE A BIKE"
"2023-07-10",224,153,17623,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Stian Edvardsen-Fredheim","UNO-X MOBILITY"
"2023-07-10",68,154,17623,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Samuel Watson","INEOS GRENADIERS"
"2023-07-10",52,155,17623,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Phil Bauhaus","BAHRAIN VICTORIOUS"
"2023-07-10",132,156,17623,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Amaury Capiot","ARKEA-B&B HOTELS"
"2023-07-10",123,157,17623,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Luke Durbridge","TEAM JAYCO ALULA"
"2023-07-10",165,158,17623,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Alexis Renard","COFIDIS"
"2023-07-10",124,159,17623,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Dylan Groenewegen","TEAM JAYCO ALULA"
"2023-07-10",115,160,17623,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Fabian Lienhard","TUDOR PRO CYCLING TEAM"
"2023-07-10",134,161,17623,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Arnaud Demare","ARKEA-B&B HOTELS"
"2023-07-10",215,162,17623,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Sébastien Grignard","LOTTO"
"2023-07-10",27,163,17623,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Bert Van Lerberghe","SOUDAL QUICK-STEP"
"2023-07-10",81,164,17623,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Jonathan Milan","LIDL-TREK"
"2023-07-10",24,165,17623,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Tim Merlier","SOUDAL QUICK-STEP"
"2023-07-10",44,166,17623,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Hugo Page","INTERMARCHÉ - WANTY"
"2023-07-10",41,167,17623,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Biniam Girmay","INTERMARCHÉ - WANTY"
"2023-07-10",125,168,17623,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Luka Mezgec","TEAM JAYCO ALULA"
"2023-07-10",88,169,17623,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Edward Theuns","LIDL-TREK"
"2023-07-10",217,170,17623,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Lennert Van Eetvelt","LOTTO"
"2023-07-10",223,171,17623,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Magnus Cort Nielsen","UNO-X MOBILITY"
"2023-07-10",214,172,17634,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Jarrad Drizners","LOTTO"
"2023-07-10",103,173,17634,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Kaden Groves","ALPECIN-DECEUNINCK"
"2023-07-10",211,174,17638,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Arnaud De Lie","LOTTO"
"2023-07-10",82,175,17647,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Simone Consonni","LIDL-TREK"
"2023-07-10",172,176,17647,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Davide Ballerini","XDS ASTANA TEAM"
"2023-07-10",188,177,17657,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Matteo Vercher","TOTALENERGIES"
"2023-07-10",73,178,17657,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Jordi Meeus","RED BULL - BORA - HANSGROHE"
"2023-07-10",166,179,17665,0,0,"Bayeux","FRA","France","Vire Normandie","FRA","France","201.5","hilly","Dylan Teuns","COFIDIS"
"2023-07-11",1,1,14739,10,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Tadej Pogacar","UAE TEAM EMIRATES XRG"
"2023-07-11",11,2,14739,6,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Jonas Vingegaard","TEAM VISMA | LEASE A BIKE"
"2023-07-11",191,3,14741,4,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Oscar Onley","TEAM PICNIC POSTNL"
"2023-07-11",151,4,14741,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Félix Gall","DECATHLON AG2R LA MONDIALE TEAM"
"2023-07-11",15,5,14741,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Matteo Jorgenson","TEAM VISMA | LEASE A BIKE"
"2023-07-11",21,6,14741,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Remco Evenepoel","SOUDAL QUICK-STEP"
"2023-07-11",131,7,14741,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Kévin Vauquelin","ARKEA-B&B HOTELS"
"2023-07-11",3,8,14746,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Jhonatan Narvaez","UAE TEAM EMIRATES XRG"
"2023-07-11",65,9,14754,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Axel Laurance","INEOS GRENADIERS"
"2023-07-11",221,10,14760,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Tobias Johannessen","UNO-X MOBILITY"
"2023-07-11",186,11,14760,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Jordan Jegat","TOTALENERGIES"
"2023-07-11",85,12,14760,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Mattias Skjelmose","LIDL-TREK"
"2023-07-11",94,13,14760,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Romain Gregoire","GROUPAMA-FDJ"
"2023-07-11",72,14,14760,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Florian Lipowitz","RED BULL - BORA - HANSGROHE"
"2023-07-11",66,15,14760,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Carlos Rodriguez","INEOS GRENADIERS"
"2023-07-11",71,16,14760,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Primoz Roglic","RED BULL - BORA - HANSGROHE"
"2023-07-11",137,17,14774,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Cristian Rodriguez","ARKEA-B&B HOTELS"
"2023-07-11",104,18,14788,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Xandro Meurisse","ALPECIN-DECEUNINCK"
"2023-07-11",141,19,14790,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Enric Mas","MOVISTAR TEAM"
"2023-07-11",176,20,14800,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Sergio Higuita","XDS ASTANA TEAM"
"2023-07-11",212,21,14800,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Jenno Berckmoes","LOTTO"
"2023-07-11",106,22,14819,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Mathieu Van Der Poel","ALPECIN-DECEUNINCK"
"2023-07-11",96,23,14822,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Quentin Pacher","GROUPAMA-FDJ"
"2023-07-11",13,24,14822,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Tiesj Benoot","TEAM VISMA | LEASE A BIKE"
"2023-07-11",198,25,14822,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Frank Van Den Broek","TEAM PICNIC POSTNL"
"2023-07-11",31,26,14844,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Ben Healy","EF EDUCATION - EASYPOST"
"2023-07-11",8,27,14865,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Adam Yates","UAE TEAM EMIRATES XRG"
"2023-07-11",161,28,14876,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Emanuel Buchmann","COFIDIS"
"2023-07-11",91,29,14876,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Guillaume Martin Guyonnet","GROUPAMA-FDJ"
"2023-07-11",28,30,14890,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Ilan Van Wilder","SOUDAL QUICK-STEP"
"2023-07-11",18,31,14890,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Simon Yates","TEAM VISMA | LEASE A BIKE"
"2023-07-11",7,32,14890,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Tim Wellens","UAE TEAM EMIRATES XRG"
"2023-07-11",121,33,14890,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Ben O'Connor","TEAM JAYCO ALULA"
"2023-07-11",135,34,14899,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Raul Garcia Pierna","ARKEA-B&B HOTELS"
"2023-07-11",17,35,14908,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Wout Van Aert","TEAM VISMA | LEASE A BIKE"
"2023-07-11",6,36,14918,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Marc Soler","UAE TEAM EMIRATES XRG"
"2023-07-11",156,37,14922,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Aurélien Paret Peintre","DECATHLON AG2R LA MONDIALE TEAM"
"2023-07-11",34,38,14935,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Alex Baudin","EF EDUCATION - EASYPOST"
"2023-07-11",95,39,14935,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Valentin Madouas","GROUPAMA-FDJ"
"2023-07-11",225,40,14935,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Markus Hoelgaard","UNO-X MOBILITY"
"2023-07-11",78,41,14959,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Aleksandr Vlasov","RED BULL - BORA - HANSGROHE"
"2023-07-11",86,42,14977,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Toms Skujins","LIDL-TREK"
"2023-07-11",153,43,14983,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Clément Berthet","DECATHLON AG2R LA MONDIALE TEAM"
"2023-07-11",16,44,14983,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Sepp Kuss","TEAM VISMA | LEASE A BIKE"
"2023-07-11",62,45,14983,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Thymen Arensman","INEOS GRENADIERS"
"2023-07-11",23,46,14983,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Pascal Eenkhoorn","SOUDAL QUICK-STEP"
"2023-07-11",164,47,14983,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Ion Izagirre","COFIDIS"
"2023-07-11",146,48,14983,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Gregor Mühlberger","MOVISTAR TEAM"
"2023-07-11",26,49,14986,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Maximilian Schachmann","SOUDAL QUICK-STEP"
"2023-07-11",116,50,14995,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Marius Mayrhofer","TUDOR PRO CYCLING TEAM"
"2023-07-11",111,51,14995,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Julian Alaphilippe","TUDOR PRO CYCLING TEAM"
"2023-07-11",192,52,15031,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Warren Barguil","TEAM PICNIC POSTNL"
"2023-07-11",35,53,15031,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Neilson Powless","EF EDUCATION - EASYPOST"
"2023-07-11",147,54,15035,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Ivan Romeo Abad","MOVISTAR TEAM"
"2023-07-11",174,55,15040,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Clément Champoussin","XDS ASTANA TEAM"
"2023-07-11",133,56,15040,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Ewen Costiou","ARKEA-B&B HOTELS"
"2023-07-11",157,57,15055,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Callum Scotson","DECATHLON AG2R LA MONDIALE TEAM"
"2023-07-11",158,58,15117,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Bastien Tronchon","DECATHLON AG2R LA MONDIALE TEAM"
"2023-07-11",194,59,15117,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Sean Flynn","TEAM PICNIC POSTNL"
"2023-07-11",183,60,15117,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Alexandre Delettre","TOTALENERGIES"
"2023-07-11",138,61,15117,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Clément Venturini","ARKEA-B&B HOTELS"
"2023-07-11",67,62,15117,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Connor Swift","INEOS GRENADIERS"
"2023-07-11",155,63,15117,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Oliver Naesen","DECATHLON AG2R LA MONDIALE TEAM"
"2023-07-11",226,64,15161,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Anders Johannessen","UNO-X MOBILITY"
"2023-07-11",36,65,15185,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Harrison Sweeny","EF EDUCATION - EASYPOST"
"2023-07-11",182,66,15185,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Mathieu Burgaudeau","TOTALENERGIES"
"2023-07-11",184,67,15185,0,0,"Saint-Malo","FRA","France","Mûr-De-Bretagne Guerlédan","FRA","France","197.0","hilly","Thomas Gachignard","TOTALENERGIES"
